Student ID,Full Name,Arabic Name,Gender,Date of Birth,Nationality,ID Type,National ID,Iqama Number,Passport Number,Religion,Birth Place,Division,Grade,Section,Academic Year,Roll No.,Enrollment Type,Study Mode,Fee Category,Admission Date,Active,Father Name,Mother Name,Guardian Phone,Guardian Email,Address
,Naif Al-Fayez,نايف الفايز,Male,2011-10-13,Saudi Arabia,National ID,1004786713,,,Muslim,Dammam,BRITISH,Grade 10,A,2024-25,249,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Naif Al-Fayez,Reema Al-Fayez,+966576999896,naif.alfayez249@parent.com,"10 Al-Nuzha Street, Jeddah"
,Dana Al-Shehri,دانا الشهري,Female,2010-09-18,Saudi Arabia,National ID,1526107068,,,Muslim,Abha,BRITISH,Grade 11,A,2024-25,250,Transfer,Seasonal Mode,Transfer,2023-09-01,Yes,Faisal Al-Shehri,Sara Al-Shehri,+966526929250,dana.alshehri250@parent.com,"68 Al-Nuzha Street, Jeddah"
,Hatim Al-Hussein,حاتم الحسين,Male,2009-02-21,Saudi Arabia,National ID,1334907397,,,Muslim,Dammam,BRITISH,Grade 12,A,2024-25,251,New Student,Seasonal Mode,New,2024-09-01,Yes,Ibrahim Al-Hussein,Amal Al-Hussein,+966529928178,hatim.alhussein251@parent.com,"254 Al-Nuzha Street, Jeddah"
,Yazeed Al-Fayez,يزيد الفايز,Male,2020-01-05,Saudi Arabia,National ID,1291162149,,,Non-Muslim,Madinah,BRITISH,KG1,A,2024-25,252,New Student,Online Mode,New,2024-09-01,Yes,Turki Al-Fayez,Dana Al-Fayez,+966596028369,yazeed.alfayez252@parent.com,"145 Al-Nuzha Street, Jeddah"
,Hamza Garcia,حمزة جارسيا,Male,2019-11-13,India,Iqama,,2602020608,,Muslim,Sanaa,BRITISH,KG2,A,2024-25,253,New Student,Online Mode,New,2022-09-01,Yes,Rohan Garcia,Zainab Garcia,+966545736567,hamza.garcia253@parent.com,"220 Al-Nuzha Street, Jeddah"
,Ismail Brown,إسماعيل براون,Male,2020-10-16,Pakistan,Iqama,,2705482452,,Non-Muslim,New York,BRITISH,Grade 1,A,2024-25,254,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Imran Brown,Fatima Brown,+966573554166,ismail.brown254@parent.com,"16 Al-Nuzha Street, Jeddah"
,Salma Al-Sulami,سلمى السلمي,Female,2019-09-21,Saudi Arabia,National ID,1605528006,,,Muslim,Buraidah,BRITISH,Grade 2,A,2024-25,255,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Abdullah Al-Sulami,Dana Al-Sulami,+966584586530,salma.alsulami255@parent.com,"38 Al-Nuzha Street, Jeddah"
,Rohan Ali,روهان علي,Male,2018-10-24,Yemen,Passport,,,CG0041479,Muslim,Cairo,BRITISH,Grade 3,A,2024-25,256,Transfer,Online Mode,Transfer,2023-09-01,Yes,Hamza Ali,Fatima Ali,+966500766054,rohan.ali256@parent.com,"249 Al-Nuzha Street, Jeddah"
,Aisha Siddiqui,عائشة صديقي,Female,2017-12-22,United Kingdom,Iqama,,2405291138,,Non-Muslim,Dhaka,BRITISH,Grade 4,A,2024-25,257,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Faris Siddiqui,Mehek Siddiqui,+966531108434,aisha.siddiqui257@parent.com,"22 Al-Nuzha Street, Jeddah"
,Hassan Al-Shehri,حسن الشهري,Male,2016-10-18,Saudi Arabia,National ID,1209007959,,,Muslim,Jeddah,BRITISH,Grade 5,A,2024-25,258,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Raed Al-Shehri,Reema Al-Shehri,+966509931650,hassan.alshehri258@parent.com,"120 Al-Nuzha Street, Jeddah"
,Imran Reddy,عمران ريدي,Male,2015-11-15,India,Iqama,,2660044212,,Non-Muslim,Amman,BRITISH,Grade 6,A,2024-25,259,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Mustafa Reddy,Zainab Reddy,+966515995637,imran.reddy259@parent.com,"135 Al-Nuzha Street, Jeddah"
,Priya Gupta,بريا جوبتا,Female,2014-08-13,United States,Iqama,,2154188120,,Non-Muslim,London,BRITISH,Grade 7,A,2024-25,260,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Yusuf Gupta,Zoe Gupta,+966504229641,priya.gupta260@parent.com,"160 Al-Nuzha Street, Jeddah"
,Waleed Al-Sulami,وليد السلمي,Male,2013-05-16,Saudi Arabia,National ID,1684439126,,,Muslim,Jeddah,BRITISH,Grade 8,A,2024-25,261,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Majed Al-Sulami,Shaden Al-Sulami,+966516734082,waleed.alsulami261@parent.com,"224 Al-Nuzha Street, Jeddah"
,David Ahmed,ديفيد أحمد,Male,2012-06-17,United States,Iqama,,2135225216,,Muslim,Mumbai,BRITISH,Grade 9,A,2024-25,262,Transfer,Online Mode,Transfer,2022-09-01,Yes,Zayn Ahmed,Saanvi Ahmed,+966509250120,david.ahmed262@parent.com,"22 Al-Nuzha Street, Jeddah"
,Noura Al-Maliki,نورة المالكي,Female,2011-11-04,Saudi Arabia,National ID,1311281755,,,Muslim,Jeddah,BRITISH,Grade 10,A,2024-25,263,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Mohammed Al-Maliki,Jana Al-Maliki,+966519260434,noura.almaliki263@parent.com,"25 Al-Nuzha Street, Jeddah"
,Anika Kumar,أنيكة كومار,Female,2010-04-06,Egypt,Passport,,,DF4046149,Non-Muslim,Karachi,BRITISH,Grade 11,A,2024-25,264,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Tariq Kumar,Sofia Kumar,+966508910869,anika.kumar264@parent.com,"96 Al-Nuzha Street, Jeddah"
,Noura Al-Fayez,نورة الفايز,Female,2009-03-12,Saudi Arabia,National ID,1784817404,,,Muslim,Mecca,BRITISH,Grade 12,A,2024-25,265,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Bandar Al-Fayez,Aljawhara Al-Fayez,+966539620783,noura.alfayez265@parent.com,"254 Al-Nuzha Street, Jeddah"
,Saanvi Rahman,سانفي رحمن,Female,2020-12-11,Yemen,Iqama,,2067901318,,Muslim,Manila,BRITISH,KG1,A,2024-25,266,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Adam Rahman,Saanvi Rahman,+966542729528,saanvi.rahman266@parent.com,"84 Al-Nuzha Street, Jeddah"
,Sultan Al-Saud,سلطان آل سعود,Male,2019-09-09,Saudi Arabia,National ID,1168627402,,,Non-Muslim,Dammam,BRITISH,KG2,A,2024-25,267,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Yousef Al-Saud,Layla Al-Saud,+966529104491,sultan.alsaud267@parent.com,"172 Al-Nuzha Street, Jeddah"
,Anika Wang,أنيكة وانج,Female,2020-11-11,Pakistan,Iqama,,2172349661,,Muslim,Dhaka,BRITISH,Grade 1,A,2024-25,268,Transfer,Regular Mode,Transfer,2025-09-01,Yes,Zain Wang,Nayla Wang,+966548408525,anika.wang268@parent.com,"105 Al-Nuzha Street, Jeddah"
,Kabir Wang,كبير وانج,Male,2019-03-01,Jordan,Passport,,,NN7860250,Muslim,Manila,BRITISH,Grade 2,A,2024-25,269,Transfer,Regular Mode,Transfer,2022-09-01,Yes,Hassan Wang,Nayla Wang,+966590061464,kabir.wang269@parent.com,"260 Al-Nuzha Street, Jeddah"
,Ali Al-Anazi,علي العنزي,Male,2018-10-22,Saudi Arabia,National ID,1293117385,,,Non-Muslim,Riyadh,BRITISH,Grade 3,A,2024-25,270,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Saud Al-Anazi,Jana Al-Anazi,+966584119438,ali.alanazi270@parent.com,"250 Al-Nuzha Street, Jeddah"
,Saud Al-Sulami,سعود السلمي,Male,2017-08-07,Saudi Arabia,National ID,1084179841,,,Non-Muslim,Dammam,BRITISH,Grade 4,A,2024-25,271,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Anas Al-Sulami,Reem Al-Sulami,+966526662730,saud.alsulami271@parent.com,"121 Al-Nuzha Street, Jeddah"
,Maya Khan,مايا خان,Female,2016-05-01,Bangladesh,Iqama,,2401809812,,Non-Muslim,Jakarta,BRITISH,Grade 5,A,2024-25,272,New Student,Online Mode,New,2023-09-01,Yes,Yusuf Khan,Sofia Khan,+966566429078,maya.khan272@parent.com,"235 Al-Nuzha Street, Jeddah"
,Junaid Garcia,جنيد جارسيا,Male,2015-05-11,Indonesia,Iqama,,2143633297,,Muslim,Mumbai,BRITISH,Grade 6,A,2024-25,273,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Aryan Garcia,Emma Garcia,+966556876754,junaid.garcia273@parent.com,"145 Al-Nuzha Street, Jeddah"
,Hamza Sharma,حمزة شارما,Male,2014-01-02,Syria,Iqama,,2479520710,,Muslim,Cairo,BRITISH,Grade 7,A,2024-25,274,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Talha Sharma,Zoe Sharma,+966508651393,hamza.sharma274@parent.com,"35 Al-Nuzha Street, Jeddah"
,Ayaan Chen,أيان تشين,Male,2013-08-25,Philippines,Passport,,,BN1560761,Non-Muslim,Dhaka,BRITISH,Grade 8,A,2024-25,275,Transfer,Online Mode,Transfer,2022-09-01,Yes,Kabir Chen,Olivia Chen,+966559630264,ayaan.chen275@parent.com,"193 Al-Nuzha Street, Jeddah"
,Raghad Al-Fayez,رغد الفايز,Female,2012-10-23,Saudi Arabia,National ID,1026574549,,,Muslim,Jeddah,BRITISH,Grade 9,A,2024-25,276,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Saif Al-Fayez,Fatima Al-Fayez,+966573443918,raghad.alfayez276@parent.com,"292 Al-Nuzha Street, Jeddah"
,James Malik,جيمس مالك,Male,2011-08-25,India,Passport,,,NL0089499,Non-Muslim,Jakarta,BRITISH,Grade 10,A,2024-25,277,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,John Malik,Nour Malik,+966567147012,james.malik277@parent.com,"225 Al-Nuzha Street, Jeddah"
,Khadija Ali,خديجة علي,Female,2010-09-05,Bangladesh,Iqama,,2692914414,,Muslim,Amman,BRITISH,Grade 11,A,2024-25,278,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Mustafa Ali,Emma Ali,+966559027257,khadija.ali278@parent.com,"206 Al-Nuzha Street, Jeddah"
,Anaya Sharma,أنايا شارما,Female,2009-02-21,Bangladesh,Passport,,,FE3871652,Non-Muslim,Khartoum,BRITISH,Grade 12,A,2024-25,279,New Student,Regular Mode,New,2024-09-01,Yes,John Sharma,Sofia Sharma,+966559471585,anaya.sharma279@parent.com,"244 Al-Nuzha Street, Jeddah"
,Yousef Al-Anazi,يوسف العنزي,Male,2020-01-01,Saudi Arabia,National ID,1394100853,,,Muslim,Khobar,BRITISH,KG1,A,2024-25,280,New Student,Online Mode,New,2022-09-01,Yes,Bader Al-Anazi,Manal Al-Anazi,+966574072650,yousef.alanazi280@parent.com,"129 Al-Nuzha Street, Jeddah"
,Asma Al-Rashid,أسماء الراشد,Female,2019-07-20,Saudi Arabia,National ID,1603922803,,,Non-Muslim,Riyadh,BRITISH,KG2,A,2024-25,281,New Student,Online Mode,New,2024-09-01,Yes,Ammar Al-Rashid,Noura Al-Rashid,+966506103998,asma.alrashid281@parent.com,"162 Al-Nuzha Street, Jeddah"
,Salma Al-Fayez,سلمى الفايز,Female,2020-10-27,Saudi Arabia,National ID,1094274762,,,Muslim,Riyadh,BRITISH,Grade 1,A,2024-25,282,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Talal Al-Fayez,Ghada Al-Fayez,+966539042882,salma.alfayez282@parent.com,"135 Al-Nuzha Street, Jeddah"
,Naif Al-Sulami,نايف السلمي,Male,2019-08-22,Saudi Arabia,National ID,1594920077,,,Muslim,Dammam,BRITISH,Grade 2,A,2024-25,283,Transfer,Seasonal Mode,Transfer,2023-09-01,Yes,Ibrahim Al-Sulami,Sara Al-Sulami,+966559915558,naif.alsulami283@parent.com,"18 Al-Nuzha Street, Jeddah"
,Olivia Gupta,أوليفيا جوبتا,Female,2018-08-17,Jordan,Passport,,,EM3721825,Muslim,London,BRITISH,Grade 3,A,2024-25,284,Transfer,Regular Mode,Transfer,2024-09-01,Yes,Kabir Gupta,Hira Gupta,+966570923300,olivia.gupta284@parent.com,"153 Al-Nuzha Street, Jeddah"
,Nour Ahmed,نور أحمد,Female,2017-10-15,Sudan,Passport,,,HD8041215,Muslim,Karachi,BRITISH,Grade 4,A,2024-25,285,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Bilal Ahmed,Sadia Ahmed,+966530818030,nour.ahmed285@parent.com,"200 Al-Nuzha Street, Jeddah"
,Sophia Ibrahim,سوفيا إبراهيم,Female,2016-04-13,United Kingdom,Iqama,,2611991605,,Muslim,Sanaa,BRITISH,Grade 5,A,2024-25,286,Regular (Continuing),Online Mode,Regular,2025-09-01,Yes,Hamza Ibrahim,Mehek Ibrahim,+966565078923,sophia.ibrahim286@parent.com,"224 Al-Nuzha Street, Jeddah"
,Saud Al-Anazi,سعود العنزي,Male,2015-04-03,Saudi Arabia,National ID,1258925278,,,Muslim,Mecca,BRITISH,Grade 6,A,2024-25,287,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Raed Al-Anazi,Renad Al-Anazi,+966535746976,saud.alanazi287@parent.com,"247 Al-Nuzha Street, Jeddah"
,Adel Al-Sulami,عادل السلمي,Male,2014-04-25,Saudi Arabia,National ID,1652898022,,,Muslim,Jeddah,BRITISH,Grade 7,A,2024-25,288,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Ali Al-Sulami,Lujain Al-Sulami,+966530523205,adel.alsulami288@parent.com,"295 Al-Nuzha Street, Jeddah"
,Reema Al-Yamani,ريما اليماني,Female,2013-01-14,Saudi Arabia,National ID,1030479746,,,Muslim,Dammam,BRITISH,Grade 8,A,2024-25,289,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Turki Al-Yamani,Tala Al-Yamani,+966519372752,reema.alyamani289@parent.com,"215 Al-Nuzha Street, Jeddah"
,Majed Al-Ghamdi,ماجد الغامدي,Male,2012-10-20,Saudi Arabia,National ID,1076819015,,,Non-Muslim,Abha,BRITISH,Grade 9,A,2024-25,290,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Abdullah Al-Ghamdi,Dalal Al-Ghamdi,+966524721989,majed.alghamdi290@parent.com,"256 Al-Nuzha Street, Jeddah"
,Emma Hussain,إيما حسين,Female,2011-08-02,Indonesia,Iqama,,2432275086,,Non-Muslim,London,BRITISH,Grade 10,A,2024-25,291,New Student,Regular Mode,New,2025-09-01,Yes,Ismail Hussain,Nour Hussain,+966514372877,emma.hussain291@parent.com,"230 Al-Nuzha Street, Jeddah"
,Latifa Al-Dosari,لطيفة الدوسري,Female,2010-01-27,Saudi Arabia,National ID,1180265573,,,Muslim,Riyadh,BRITISH,Grade 11,A,2024-25,292,New Student,Seasonal Mode,New,2022-09-01,Yes,Abdullah Al-Dosari,Fatima Al-Dosari,+966505862174,latifa.aldosari292@parent.com,"77 Al-Nuzha Street, Jeddah"
,Mehek Siddiqui,مهك صديقي,Female,2009-09-21,Egypt,Iqama,,2926770408,,Non-Muslim,Manila,BRITISH,Grade 12,A,2024-25,293,New Student,Regular Mode,New,2023-09-01,Yes,John Siddiqui,Zoe Siddiqui,+966529171556,mehek.siddiqui293@parent.com,"262 Al-Nuzha Street, Jeddah"
,Zayn Patel,زين باتل,Male,2020-03-19,Syria,Iqama,,2770720545,,Muslim,London,BRITISH,KG1,A,2024-25,294,New Student,Regular Mode,New,2023-09-01,Yes,Vihaan Patel,Anaya Patel,+966573506525,zayn.patel294@parent.com,"242 Al-Nuzha Street, Jeddah"
,Rohan Saleh,روهان صالح,Male,2019-09-13,Sudan,Passport,,,GA4344022,Muslim,Damascus,BRITISH,KG2,A,2024-25,295,New Student,Online Mode,New,2025-09-01,Yes,Tariq Saleh,Zoe Saleh,+966590326929,rohan.saleh295@parent.com,"165 Al-Nuzha Street, Jeddah"
,Reem Al-Maliki,ريم المالكي,Female,2020-04-10,Saudi Arabia,National ID,1654491827,,,Muslim,Abha,BRITISH,Grade 1,A,2024-25,296,Transfer,Regular Mode,Transfer,2022-09-01,Yes,Hatim Al-Maliki,Wafa Al-Maliki,+966522561086,reem.almaliki296@parent.com,"278 Al-Nuzha Street, Jeddah"
,Aisha Kumar,عائشة كومار,Female,2019-01-06,Pakistan,Iqama,,2000555084,,Muslim,Cairo,BRITISH,Grade 2,A,2024-25,297,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,John Kumar,Hira Kumar,+966531292169,aisha.kumar297@parent.com,"52 Al-Nuzha Street, Jeddah"
,Shaden Al-Fayez,شادن الفايز,Female,2018-01-27,Saudi Arabia,National ID,1236326193,,,Muslim,Tabuk,BRITISH,Grade 3,A,2024-25,298,New Student,Seasonal Mode,New,2023-09-01,Yes,Omar Al-Fayez,Fatima Al-Fayez,+966556373629,shaden.alfayez298@parent.com,"188 Al-Nuzha Street, Jeddah"
,Hassan Al-Anazi,حسن العنزي,Male,2017-02-27,Saudi Arabia,National ID,1802483793,,,Muslim,Buraidah,BRITISH,Grade 4,A,2024-25,299,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Turki Al-Anazi,Amal Al-Anazi,+966552939925,hassan.alanazi299@parent.com,"187 Al-Nuzha Street, Jeddah"
,Olivia Mansoor,أوليفيا منصور,Female,2016-12-03,Egypt,Iqama,,2591242157,,Muslim,Damascus,BRITISH,Grade 5,A,2024-25,300,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Tariq Mansoor,Aliya Mansoor,+966582542314,olivia.mansoor300@parent.com,"72 Al-Nuzha Street, Jeddah"
,Nawaf Al-Anazi,نواف العنزي,Male,2015-02-25,Saudi Arabia,National ID,1897565785,,,Non-Muslim,Khobar,BRITISH,Grade 6,A,2024-25,301,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Hamad Al-Anazi,Raghad Al-Anazi,+966505162413,nawaf.alanazi301@parent.com,"242 Al-Nuzha Street, Jeddah"
,Ammar Al-Sulami,عمار السلمي,Male,2014-08-27,Saudi Arabia,National ID,1312130235,,,Muslim,Dammam,BRITISH,Grade 7,A,2024-25,302,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Saif Al-Sulami,Dana Al-Sulami,+966588918336,ammar.alsulami302@parent.com,"227 Al-Nuzha Street, Jeddah"
,Ibrahim Al-Sulami,إبراهيم السلمي,Male,2013-04-25,Saudi Arabia,National ID,1499700897,,,Muslim,Mecca,BRITISH,Grade 8,A,2024-25,303,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Bader Al-Sulami,Tala Al-Sulami,+966524523461,ibrahim.alsulami303@parent.com,"39 Al-Nuzha Street, Jeddah"
,Ghada Al-Zahrani,غادة الزهراني,Female,2012-12-02,Saudi Arabia,National ID,1518694956,,,Muslim,Riyadh,BRITISH,Grade 9,A,2024-25,304,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Yousef Al-Zahrani,Tala Al-Zahrani,+966573066345,ghada.alzahrani304@parent.com,"20 Al-Nuzha Street, Jeddah"
,Saanvi Mansoor,سانفي منصور,Female,2011-09-23,Pakistan,Iqama,,2333620238,,Non-Muslim,Dhaka,BRITISH,Grade 10,A,2024-25,305,New Student,Seasonal Mode,New,2023-09-01,Yes,Zain Mansoor,Sofia Mansoor,+966585929563,saanvi.mansoor305@parent.com,"7 Al-Nuzha Street, Jeddah"
,Hamad Al-Hussein,حمد الحسين,Male,2010-07-02,Saudi Arabia,National ID,1106577264,,,Muslim,Tabuk,BRITISH,Grade 11,A,2024-25,306,New Student,Regular Mode,New,2024-09-01,Yes,Omar Al-Hussein,Hanan Al-Hussein,+966586659085,hamad.alhussein306@parent.com,"32 Al-Nuzha Street, Jeddah"
,Talal Al-Hussein,طلال الحسين,Male,2009-02-14,Saudi Arabia,National ID,1108223219,,,Muslim,Buraidah,BRITISH,Grade 12,A,2024-25,307,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Ibrahim Al-Hussein,Noura Al-Hussein,+966522179303,talal.alhussein307@parent.com,"229 Al-Nuzha Street, Jeddah"
,Rohan Garcia,روهان جارسيا,Male,2020-08-16,Indonesia,Passport,,,CC2908676,Muslim,Damascus,BRITISH,KG1,A,2024-25,308,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Yusuf Garcia,Aliya Garcia,+966533381918,rohan.garcia308@parent.com,"231 Al-Nuzha Street, Jeddah"
,Faris Hassan,فارس حسن,Male,2019-04-11,Egypt,Passport,,,FC6910043,Muslim,Damascus,BRITISH,KG2,A,2024-25,309,New Student,Seasonal Mode,New,2022-09-01,Yes,Yusuf Hassan,Olivia Hassan,+966538498083,faris.hassan309@parent.com,"228 Al-Nuzha Street, Jeddah"
,Talal Al-Tamimi,طلال التميمي,Male,2020-01-01,Saudi Arabia,National ID,1359013201,,,Muslim,Jeddah,BRITISH,Grade 1,A,2024-25,310,Transfer,Regular Mode,Transfer,2025-09-01,Yes,Yazeed Al-Tamimi,Tala Al-Tamimi,+966508686576,talal.altamimi310@parent.com,"237 Al-Nuzha Street, Jeddah"
,Hessa Al-Yamani,حصة اليماني,Female,2019-01-03,Saudi Arabia,National ID,1534142037,,,Muslim,Tabuk,BRITISH,Grade 2,A,2024-25,311,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Nawaf Al-Yamani,Mariam Al-Yamani,+966521360232,hessa.alyamani311@parent.com,"86 Al-Nuzha Street, Jeddah"
,Ibrahim Al-Mutairi,إبراهيم المطيري,Male,2018-03-03,Saudi Arabia,National ID,1035190667,,,Muslim,Riyadh,BRITISH,Grade 3,A,2024-25,312,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Hassan Al-Mutairi,Reem Al-Mutairi,+966594143464,ibrahim.almutairi312@parent.com,"66 Al-Nuzha Street, Jeddah"
,Fatima Hussain,فاطمة حسين,Female,2017-09-13,India,Iqama,,2202442480,,Muslim,Mumbai,BRITISH,Grade 4,A,2024-25,313,Transfer,Online Mode,Transfer,2023-09-01,Yes,John Hussain,Anika Hussain,+966550794201,fatima.hussain313@parent.com,"286 Al-Nuzha Street, Jeddah"
,Hamad Al-Dosari,حمد الدوسري,Male,2016-07-27,Saudi Arabia,National ID,1459008664,,,Muslim,Tabuk,BRITISH,Grade 5,A,2024-25,314,New Student,Regular Mode,New,2024-09-01,Yes,Abdullah Al-Dosari,Lujain Al-Dosari,+966588617851,hamad.aldosari314@parent.com,"40 Al-Nuzha Street, Jeddah"
,Omar Al-Rashid,عمر الراشد,Male,2015-09-21,Saudi Arabia,National ID,1336888807,,,Muslim,Riyadh,BRITISH,Grade 6,A,2024-25,315,Transfer,Online Mode,Transfer,2023-09-01,Yes,Adel Al-Rashid,Reema Al-Rashid,+966589605587,omar.alrashid315@parent.com,"212 Al-Nuzha Street, Jeddah"
,Aliya Ali,عالية علي,Female,2014-01-25,Philippines,Iqama,,2937932796,,Muslim,Amman,BRITISH,Grade 7,A,2024-25,316,Transfer,Online Mode,Transfer,2022-09-01,Yes,Michael Ali,Mehek Ali,+966525179213,aliya.ali316@parent.com,"129 Al-Nuzha Street, Jeddah"
,Ziyad Al-Hashemi,زياد الهاشمي,Male,2013-02-03,Saudi Arabia,National ID,1915799187,,,Muslim,Madinah,BRITISH,Grade 8,A,2024-25,317,New Student,Seasonal Mode,New,2022-09-01,Yes,Bader Al-Hashemi,Dalal Al-Hashemi,+966588064457,ziyad.alhashemi317@parent.com,"58 Al-Nuzha Street, Jeddah"
,Waleed Al-Zahrani,وليد الزهراني,Male,2012-11-28,Saudi Arabia,National ID,1737055536,,,Muslim,Tabuk,BRITISH,Grade 9,A,2024-25,318,New Student,Regular Mode,New,2022-09-01,Yes,Ibrahim Al-Zahrani,Aljawhara Al-Zahrani,+966570787516,waleed.alzahrani318@parent.com,"18 Al-Nuzha Street, Jeddah"
,Khalid Al-Mutairi,خالد المطيري,Male,2011-03-28,Saudi Arabia,National ID,1870243113,,,Muslim,Riyadh,BRITISH,Grade 10,A,2024-25,319,New Student,Online Mode,New,2023-09-01,Yes,Ziyad Al-Mutairi,Manal Al-Mutairi,+966574736757,khalid.almutairi319@parent.com,"282 Al-Nuzha Street, Jeddah"
,Raed Al-Maliki,رائد المالكي,Male,2010-05-25,Saudi Arabia,National ID,1045607237,,,Muslim,Abha,BRITISH,Grade 11,A,2024-25,320,New Student,Seasonal Mode,New,2024-09-01,Yes,Fahad Al-Maliki,Manal Al-Maliki,+966575017856,raed.almaliki320@parent.com,"234 Al-Nuzha Street, Jeddah"
,Lama Al-Fayez,لمى الفايز,Female,2009-04-22,Saudi Arabia,National ID,1030409972,,,Muslim,Buraidah,BRITISH,Grade 12,A,2024-25,321,New Student,Seasonal Mode,New,2023-09-01,Yes,Sultan Al-Fayez,Noura Al-Fayez,+966535614701,lama.alfayez321@parent.com,"210 Al-Nuzha Street, Jeddah"
,Rohan Brown,روهان براون,Male,2020-04-05,India,Iqama,,2241193727,,Muslim,Jakarta,BRITISH,KG1,A,2024-25,322,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Ayaan Brown,Zoe Brown,+966588945020,rohan.brown322@parent.com,"69 Al-Nuzha Street, Jeddah"
,Reem Al-Qahtani,ريم القحطاني,Female,2019-04-02,Saudi Arabia,National ID,1023483133,,,Non-Muslim,Khobar,BRITISH,KG2,A,2024-25,323,New Student,Online Mode,New,2024-09-01,Yes,Nawaf Al-Qahtani,Raghad Al-Qahtani,+966598893578,reem.alqahtani323@parent.com,"122 Al-Nuzha Street, Jeddah"
,Fatima Mansoor,فاطمة منصور,Female,2020-11-20,Jordan,Iqama,,2769901193,,Muslim,Amman,BRITISH,Grade 1,A,2024-25,324,New Student,Regular Mode,New,2025-09-01,Yes,Vihaan Mansoor,Sofia Mansoor,+966548834311,fatima.mansoor324@parent.com,"255 Al-Nuzha Street, Jeddah"
,Khalid Al-Yamani,خالد اليماني,Male,2019-07-07,Saudi Arabia,National ID,1205893267,,,Muslim,Buraidah,BRITISH,Grade 2,A,2024-25,325,New Student,Regular Mode,New,2025-09-01,Yes,Waleed Al-Yamani,Mariam Al-Yamani,+966523257276,khalid.alyamani325@parent.com,"274 Al-Nuzha Street, Jeddah"
,Bilal Wang,بلال وانج,Male,2018-11-04,Philippines,Iqama,,2933656980,,Muslim,Khartoum,BRITISH,Grade 3,A,2024-25,326,New Student,Seasonal Mode,New,2025-09-01,Yes,Talha Wang,Fatima Wang,+966510421422,bilal.wang326@parent.com,"194 Al-Nuzha Street, Jeddah"
,Bilal Sharma,بلال شارما,Male,2017-08-02,United Kingdom,Passport,,,EB4425390,Muslim,Mumbai,BRITISH,Grade 4,A,2024-25,327,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Junaid Sharma,Saanvi Sharma,+966520137614,bilal.sharma327@parent.com,"48 Al-Nuzha Street, Jeddah"
